REP AVG STDV    MIN MAX GRAPH   ORDER   SIZE    AG
100	0.11597	0.00230	0.11159	0.12404	   Digraph	142	180	      bell	
100	0.00021	0.00002	0.00019	0.00026	   Digraph	142	180	     fbell	
100	0.00265	0.00078	0.00237	0.00716	   Digraph	142	180	      dijk	
100	0.11555	0.00268	0.11174	0.12358	   Digraph	143	180	      bell	
100	0.00040	0.00002	0.00038	0.00046	   Digraph	143	180	     fbell	
100	0.00327	0.00077	0.00296	0.00760	   Digraph	143	180	      dijk	
100	0.11821	0.00202	0.11367	0.12509	   Digraph	144	180	      bell	
100	0.00023	0.00002	0.00021	0.00031	   Digraph	144	180	     fbell	
100	0.00301	0.00105	0.00247	0.00849	   Digraph	144	180	      dijk	
100	0.12139	0.00375	0.11449	0.13982	   Digraph	145	180	      bell	
100	0.00022	0.00001	0.00020	0.00026	   Digraph	145	180	     fbell	
100	0.00264	0.00080	0.00232	0.00724	   Digraph	145	180	      dijk	
100	0.12159	0.00174	0.11676	0.12890	   Digraph	146	180	      bell	
100	0.00028	0.00044	0.00021	0.00470	   Digraph	146	180	     fbell	
100	0.00281	0.00068	0.00257	0.00748	   Digraph	146	180	      dijk	
100	0.12274	0.00312	0.11492	0.13228	   Digraph	147	180	      bell	
100	0.00039	0.00001	0.00037	0.00043	   Digraph	147	180	     fbell	
100	0.00326	0.00082	0.00296	0.00796	   Digraph	147	180	      dijk	
100	0.12378	0.00261	0.11960	0.13359	   Digraph	148	180	      bell	
100	0.00064	0.00046	0.00056	0.00524	   Digraph	148	180	     fbell	
100	0.00398	0.00084	0.00362	0.00874	   Digraph	148	180	      dijk	
100	0.12676	0.00192	0.12419	0.13459	   Digraph	149	180	      bell	
100	0.00022	0.00002	0.00020	0.00027	   Digraph	149	180	     fbell	
100	0.00281	0.00155	0.00241	0.01679	   Digraph	149	180	      dijk	
100	0.12422	0.00225	0.11869	0.12942	   Digraph	150	180	      bell	
100	0.00049	0.00044	0.00042	0.00489	   Digraph	150	180	     fbell	
100	0.00349	0.00078	0.00317	0.00799	   Digraph	150	180	      dijk	
100	0.12659	0.00203	0.12462	0.13336	   Digraph	151	180	      bell	
100	0.00022	0.00001	0.00020	0.00029	   Digraph	151	180	     fbell	
100	0.00286	0.00077	0.00254	0.00721	   Digraph	151	180	      dijk	
100	0.12703	0.00165	0.12548	0.13314	   Digraph	152	180	      bell	
100	0.00034	0.00124	0.00020	0.01272	   Digraph	152	180	     fbell	
100	0.00270	0.00067	0.00244	0.00762	   Digraph	152	180	      dijk	
100	0.12793	0.00230	0.12535	0.13404	   Digraph	153	180	      bell	
100	0.00022	0.00001	0.00020	0.00028	   Digraph	153	180	     fbell	
100	0.00284	0.00078	0.00253	0.00725	   Digraph	153	180	      dijk	
100	0.13130	0.00277	0.12763	0.13860	   Digraph	154	180	      bell	
100	0.00028	0.00046	0.00022	0.00487	   Digraph	154	180	     fbell	
100	0.00287	0.00071	0.00263	0.00794	   Digraph	154	180	      dijk	
100	0.13132	0.00314	0.12851	0.14999	   Digraph	155	180	      bell	
100	0.00050	0.00044	0.00043	0.00492	   Digraph	155	180	     fbell	
100	0.00331	0.00080	0.00298	0.00787	   Digraph	155	180	      dijk	
100	0.13266	0.00332	0.12902	0.14485	   Digraph	156	180	      bell	
100	0.00034	0.00121	0.00020	0.01237	   Digraph	156	180	     fbell	
100	0.00275	0.00070	0.00248	0.00770	   Digraph	156	180	      dijk	
100	0.13500	0.00199	0.13169	0.14353	   Digraph	157	180	      bell	
100	0.00046	0.00002	0.00043	0.00058	   Digraph	157	180	     fbell	
100	0.00376	0.00081	0.00341	0.00843	   Digraph	157	180	      dijk	
100	0.13763	0.00327	0.13165	0.14996	   Digraph	158	180	      bell	
100	0.00023	0.00002	0.00021	0.00029	   Digraph	158	180	     fbell	
100	0.00302	0.00080	0.00269	0.00762	   Digraph	158	180	      dijk	
100	0.13860	0.00291	0.13480	0.14799	   Digraph	159	180	      bell	
100	0.00028	0.00046	0.00021	0.00488	   Digraph	159	180	     fbell	
100	0.00294	0.00071	0.00267	0.00804	   Digraph	159	180	      dijk	
100	0.14066	0.00291	0.13693	0.14934	   Digraph	160	180	      bell	
100	0.00023	0.00002	0.00021	0.00032	   Digraph	160	180	     fbell	
100	0.00301	0.00082	0.00271	0.00771	   Digraph	160	180	      dijk	
100	0.14129	0.00259	0.13673	0.14705	   Digraph	161	180	      bell	
100	0.00038	0.00139	0.00022	0.01422	   Digraph	161	180	     fbell	
100	0.00281	0.00071	0.00256	0.00797	   Digraph	161	180	      dijk	
100	0.14174	0.00285	0.13558	0.15150	   Digraph	162	180	      bell	
100	0.00023	0.00002	0.00022	0.00033	   Digraph	162	180	     fbell	
100	0.00291	0.00066	0.00264	0.00749	   Digraph	162	180	      dijk	
100	0.13927	0.00249	0.13557	0.14656	   Digraph	163	180	      bell	
100	0.00036	0.00044	0.00029	0.00472	   Digraph	163	180	     fbell	
100	0.00326	0.00080	0.00297	0.00805	   Digraph	163	180	      dijk	
100	0.14182	0.00246	0.13774	0.15057	   Digraph	164	180	      bell	
100	0.00024	0.00001	0.00022	0.00028	   Digraph	164	180	     fbell	
100	0.00297	0.00065	0.00269	0.00737	   Digraph	164	180	      dijk	
100	0.14262	0.00225	0.13835	0.14724	   Digraph	165	180	      bell	
100	0.00028	0.00045	0.00022	0.00472	   Digraph	165	180	     fbell	
100	0.00299	0.00067	0.00271	0.00772	   Digraph	165	180	      dijk	
100	0.14680	0.00312	0.13939	0.15325	   Digraph	166	180	      bell	
100	0.00024	0.00001	0.00022	0.00030	   Digraph	166	180	     fbell	
100	0.00306	0.00083	0.00272	0.00777	   Digraph	166	180	      dijk	
100	0.14745	0.00328	0.14097	0.16500	   Digraph	167	180	      bell	
100	0.00029	0.00044	0.00022	0.00471	   Digraph	167	180	     fbell	
100	0.00303	0.00068	0.00272	0.00779	   Digraph	167	180	      dijk	
100	0.14658	0.00261	0.14169	0.16080	   Digraph	168	180	      bell	
100	0.00025	0.00001	0.00023	0.00032	   Digraph	168	180	     fbell	
100	0.00315	0.00078	0.00281	0.00763	   Digraph	168	180	      dijk	
100	0.14682	0.00203	0.14189	0.15256	   Digraph	169	180	      bell	
100	0.00026	0.00002	0.00024	0.00030	   Digraph	169	180	     fbell	
100	0.00314	0.00078	0.00279	0.00758	   Digraph	169	180	      dijk	
100	0.14899	0.00189	0.14413	0.15785	   Digraph	170	180	      bell	
100	0.00024	0.00002	0.00022	0.00032	   Digraph	170	180	     fbell	
100	0.00311	0.00079	0.00277	0.00779	   Digraph	170	180	      dijk	
100	0.15068	0.00209	0.14907	0.15881	   Digraph	171	180	      bell	
100	0.00025	0.00002	0.00023	0.00031	   Digraph	171	180	     fbell	
100	0.00312	0.00078	0.00277	0.00753	   Digraph	171	180	      dijk	
100	0.15108	0.00214	0.14635	0.15889	   Digraph	172	180	      bell	
100	0.00046	0.00002	0.00044	0.00052	   Digraph	172	180	     fbell	
100	0.00396	0.00089	0.00358	0.00840	   Digraph	172	180	      dijk	
100	0.15209	0.00128	0.15105	0.15811	   Digraph	173	180	      bell	
100	0.00030	0.00002	0.00028	0.00036	   Digraph	173	180	     fbell	
100	0.00327	0.00078	0.00295	0.00769	   Digraph	173	180	      dijk	
100	0.15393	0.00198	0.15238	0.16130	   Digraph	174	180	      bell	
100	0.00030	0.00046	0.00023	0.00486	   Digraph	174	180	     fbell	
100	0.00317	0.00082	0.00281	0.00790	   Digraph	174	180	      dijk	
100	0.15389	0.00154	0.15224	0.16090	   Digraph	175	180	      bell	
100	0.00039	0.00002	0.00037	0.00044	   Digraph	175	180	     fbell	
100	0.00358	0.00078	0.00321	0.00799	   Digraph	175	180	      dijk	
100	0.15633	0.00217	0.15430	0.16189	   Digraph	176	180	      bell	
100	0.00025	0.00002	0.00023	0.00033	   Digraph	176	180	     fbell	
100	0.00323	0.00079	0.00289	0.00768	   Digraph	176	180	      dijk	
100	0.15779	0.00217	0.15570	0.16371	   Digraph	177	180	      bell	
100	0.00026	0.00002	0.00024	0.00033	   Digraph	177	180	     fbell	
100	0.00321	0.00078	0.00286	0.00763	   Digraph	177	180	      dijk	
100	0.15877	0.00224	0.15662	0.16521	   Digraph	178	180	      bell	
100	0.00030	0.00044	0.00024	0.00468	   Digraph	178	180	     fbell	
100	0.00326	0.00084	0.00292	0.00827	   Digraph	178	180	      dijk	
100	0.15999	0.00260	0.15691	0.16659	   Digraph	179	180	      bell	
100	0.00027	0.00002	0.00025	0.00034	   Digraph	179	180	     fbell	
100	0.00332	0.00077	0.00300	0.00767	   Digraph	179	180	      dijk	
100	0.16117	0.00270	0.15833	0.16829	   Digraph	180	180	      bell	
100	0.00026	0.00002	0.00024	0.00031	   Digraph	180	180	     fbell	
100	0.00324	0.00065	0.00295	0.00785	   Digraph	180	180	      dijk	
100	0.16222	0.00244	0.15941	0.16792	   Digraph	181	180	      bell	
100	0.00032	0.00044	0.00025	0.00470	   Digraph	181	180	     fbell	
100	0.00336	0.00083	0.00299	0.00818	   Digraph	181	180	      dijk	
100	0.16304	0.00266	0.15980	0.17160	   Digraph	182	180	      bell	
100	0.00030	0.00044	0.00024	0.00467	   Digraph	182	180	     fbell	
100	0.00331	0.00082	0.00300	0.00823	   Digraph	182	180	      dijk	
100	0.16537	0.00307	0.16220	0.17965	   Digraph	183	180	      bell	
100	0.00038	0.00045	0.00031	0.00482	   Digraph	183	180	     fbell	
100	0.00370	0.00151	0.00320	0.01696	   Digraph	183	180	      dijk	
100	0.16368	0.00239	0.16099	0.16967	   Digraph	184	180	      bell	
100	0.00052	0.00044	0.00044	0.00487	   Digraph	184	180	     fbell	
100	0.00423	0.00083	0.00392	0.00904	   Digraph	184	180	      dijk	
100	0.16733	0.00272	0.16412	0.17617	   Digraph	185	180	      bell	
100	0.00044	0.00046	0.00036	0.00500	   Digraph	185	180	     fbell	
100	0.00375	0.00082	0.00342	0.00857	   Digraph	185	180	      dijk	
100	0.16052	0.00364	0.15321	0.17466	   Digraph	186	180	      bell	
100	0.00027	0.00002	0.00025	0.00030	   Digraph	186	180	     fbell	
100	0.00326	0.00051	0.00299	0.00806	   Digraph	186	180	      dijk	
100	0.15232	0.00321	0.14677	0.16671	   Digraph	187	180	      bell	
100	0.00027	0.00002	0.00025	0.00036	   Digraph	187	180	     fbell	
100	0.00366	0.00334	0.00299	0.03614	   Digraph	187	180	      dijk	
100	0.15088	0.00263	0.14616	0.15886	   Digraph	188	180	      bell	
100	0.00028	0.00002	0.00026	0.00034	   Digraph	188	180	     fbell	
100	0.00382	0.00327	0.00300	0.03537	   Digraph	188	180	      dijk	
100	0.15093	0.00243	0.14620	0.15747	   Digraph	189	180	      bell	
100	0.00028	0.00002	0.00026	0.00035	   Digraph	189	180	     fbell	
100	0.00339	0.00289	0.00300	0.03181	   Digraph	189	180	      dijk	
100	0.15487	0.00531	0.14854	0.18749	   Digraph	190	180	      bell	
100	0.00053	0.00211	0.00026	0.02093	   Digraph	190	180	     fbell	
100	0.00322	0.00048	0.00306	0.00794	   Digraph	190	180	      dijk	
100	0.15863	0.00735	0.15074	0.19284	   Digraph	191	180	      bell	
100	0.00037	0.00005	0.00033	0.00069	   Digraph	191	180	     fbell	
100	0.00357	0.00047	0.00335	0.00804	   Digraph	191	180	      dijk	
100	0.15920	0.00643	0.14598	0.18717	   Digraph	192	180	      bell	
100	0.00037	0.00047	0.00029	0.00504	   Digraph	192	180	     fbell	
100	0.00353	0.00057	0.00330	0.00871	   Digraph	192	180	      dijk	
100	0.15914	0.00652	0.15147	0.18374	   Digraph	193	180	      bell	
100	0.00030	0.00006	0.00025	0.00059	   Digraph	193	180	     fbell	
100	0.00352	0.00073	0.00308	0.00810	   Digraph	193	180	      dijk	
100	0.16485	0.00653	0.15527	0.18774	   Digraph	194	180	      bell	
100	0.00054	0.00047	0.00045	0.00524	   Digraph	194	180	     fbell	
100	0.00430	0.00055	0.00403	0.00937	   Digraph	194	180	      dijk	
100	0.16276	0.00771	0.15394	0.20784	   Digraph	195	180	      bell	
100	0.00062	0.00047	0.00053	0.00529	   Digraph	195	180	     fbell	
100	0.00446	0.00053	0.00425	0.00961	   Digraph	195	180	      dijk	
100	0.16298	0.00303	0.15664	0.17590	   Digraph	196	180	      bell	
100	0.00034	0.00011	0.00026	0.00078	   Digraph	196	180	     fbell	
100	0.00347	0.00069	0.00318	0.00833	   Digraph	196	180	      dijk	
100	0.16328	0.00340	0.15720	0.17902	   Digraph	197	180	      bell	
100	0.00034	0.00005	0.00031	0.00064	   Digraph	197	180	     fbell	
100	0.00359	0.00048	0.00340	0.00813	   Digraph	197	180	      dijk	
100	0.16305	0.00253	0.15703	0.17347	   Digraph	198	180	      bell	
100	0.00028	0.00002	0.00026	0.00041	   Digraph	198	180	     fbell	
100	0.00368	0.00075	0.00326	0.00833	   Digraph	198	180	      dijk	
100	0.16488	0.00277	0.15861	0.18024	   Digraph	199	180	      bell	
100	0.00029	0.00002	0.00026	0.00043	   Digraph	199	180	     fbell	
100	0.00352	0.00069	0.00326	0.00829	   Digraph	199	180	      dijk	
100	0.16750	0.00346	0.16162	0.18700	   Digraph	200	180	      bell	
100	0.00030	0.00002	0.00028	0.00044	   Digraph	200	180	     fbell	
100	0.00347	0.00049	0.00326	0.00809	   Digraph	200	180	      dijk	
100	0.16745	0.00253	0.16140	0.17851	   Digraph	201	180	      bell	
100	0.00029	0.00002	0.00026	0.00044	   Digraph	201	180	     fbell	
100	0.00352	0.00051	0.00331	0.00832	   Digraph	201	180	      dijk	
100	0.16785	0.00263	0.16190	0.18211	   Digraph	202	180	      bell	
100	0.00033	0.00002	0.00030	0.00040	   Digraph	202	180	     fbell	
100	0.00362	0.00066	0.00336	0.00806	   Digraph	202	180	      dijk	
100	0.17000	0.00280	0.16814	0.18130	   Digraph	203	180	      bell	
100	0.00030	0.00002	0.00027	0.00041	   Digraph	203	180	     fbell	
100	0.00359	0.00049	0.00339	0.00818	   Digraph	203	180	      dijk	
100	0.17182	0.00286	0.16543	0.18797	   Digraph	204	180	      bell	
100	0.00030	0.00002	0.00027	0.00038	   Digraph	204	180	     fbell	
100	0.00366	0.00066	0.00339	0.00818	   Digraph	204	180	      dijk	
100	0.17178	0.00318	0.16613	0.19037	   Digraph	205	180	      bell	
100	0.00040	0.00045	0.00032	0.00490	   Digraph	205	180	     fbell	
100	0.00376	0.00053	0.00355	0.00879	   Digraph	205	180	      dijk	
100	0.17455	0.00324	0.17107	0.19304	   Digraph	206	180	      bell	
100	0.00039	0.00047	0.00031	0.00503	   Digraph	206	180	     fbell	
100	0.00364	0.00055	0.00342	0.00891	   Digraph	206	180	      dijk	
100	0.17506	0.00404	0.16785	0.19056	   Digraph	207	180	      bell	
100	0.00030	0.00002	0.00028	0.00036	   Digraph	207	180	     fbell	
100	0.00357	0.00049	0.00334	0.00813	   Digraph	207	180	      dijk	
100	0.17571	0.00326	0.17038	0.18987	   Digraph	208	180	      bell	
100	0.00030	0.00002	0.00028	0.00038	   Digraph	208	180	     fbell	
100	0.00372	0.00067	0.00347	0.00827	   Digraph	208	180	      dijk	
100	0.17842	0.00342	0.17520	0.19156	   Digraph	209	180	      bell	
100	0.00030	0.00002	0.00028	0.00039	   Digraph	209	180	     fbell	
100	0.00371	0.00069	0.00345	0.00844	   Digraph	209	180	      dijk	
100	0.17946	0.00434	0.17570	0.20381	   Digraph	210	180	      bell	
100	0.00030	0.00002	0.00028	0.00036	   Digraph	210	180	     fbell	
100	0.00374	0.00067	0.00348	0.00830	   Digraph	210	180	      dijk	
100	0.18109	0.00365	0.17759	0.20611	   Digraph	211	180	      bell	
100	0.00031	0.00002	0.00028	0.00037	   Digraph	211	180	     fbell	
100	0.00365	0.00050	0.00344	0.00838	   Digraph	211	180	      dijk	
100	0.18080	0.00365	0.17203	0.19876	   Digraph	212	180	      bell	
100	0.00041	0.00002	0.00038	0.00050	   Digraph	212	180	     fbell	
100	0.00406	0.00065	0.00374	0.00852	   Digraph	212	180	      dijk	
100	0.18311	0.00354	0.18010	0.20014	   Digraph	213	180	      bell	
100	0.00032	0.00002	0.00030	0.00040	   Digraph	213	180	     fbell	
100	0.00370	0.00051	0.00347	0.00858	   Digraph	213	180	      dijk	
100	0.18515	0.00703	0.18072	0.22517	   Digraph	214	180	      bell	
100	0.00031	0.00002	0.00028	0.00035	   Digraph	214	180	     fbell	
100	0.00374	0.00050	0.00352	0.00843	   Digraph	214	180	      dijk	
100	0.18570	0.00289	0.18271	0.19569	   Digraph	215	180	      bell	
100	0.00036	0.00045	0.00028	0.00485	   Digraph	215	180	     fbell	
100	0.00379	0.00056	0.00356	0.00905	   Digraph	215	180	      dijk	
100	0.18595	0.00349	0.17954	0.20196	   Digraph	216	180	      bell	
100	0.00031	0.00002	0.00029	0.00042	   Digraph	216	180	     fbell	
100	0.00379	0.00048	0.00358	0.00826	   Digraph	216	180	      dijk	
100	0.20427	0.00277	0.20170	0.21663	   Digraph	217	180	      bell	
100	0.00031	0.00002	0.00029	0.00039	   Digraph	217	180	     fbell	
100	0.00379	0.00068	0.00346	0.00840	   Digraph	217	180	      dijk	
100	0.18838	0.00401	0.18225	0.20335	   Digraph	218	180	      bell	
100	0.00031	0.00002	0.00029	0.00037	   Digraph	218	180	     fbell	
100	0.00380	0.00049	0.00359	0.00838	   Digraph	218	180	      dijk	
100	0.19159	0.00415	0.18058	0.21163	   Digraph	219	180	      bell	
100	0.00032	0.00002	0.00029	0.00040	   Digraph	219	180	     fbell	
100	0.00382	0.00050	0.00360	0.00856	   Digraph	219	180	      dijk	
100	0.19298	0.00348	0.18783	0.20560	   Digraph	220	180	      bell	
100	0.00032	0.00003	0.00029	0.00047	   Digraph	220	180	     fbell	
100	0.00396	0.00313	0.00350	0.03470	   Digraph	220	180	      dijk	
100	0.19234	0.00392	0.18409	0.20660	   Digraph	221	180	      bell	
100	0.00033	0.00002	0.00030	0.00040	   Digraph	221	180	     fbell	
100	0.00402	0.00068	0.00374	0.00870	   Digraph	221	180	      dijk	
100	0.19419	0.00384	0.19006	0.21126	   Digraph	222	180	      bell	
100	0.00038	0.00048	0.00030	0.00518	   Digraph	222	180	     fbell	
100	0.00391	0.00058	0.00366	0.00939	   Digraph	222	180	      dijk	
100	0.19554	0.00344	0.19121	0.20996	   Digraph	223	180	      bell	
100	0.00038	0.00047	0.00030	0.00504	   Digraph	223	180	     fbell	
100	0.00393	0.00056	0.00370	0.00928	   Digraph	223	180	      dijk	
100	0.19869	0.00425	0.18854	0.21693	   Digraph	224	180	      bell	
100	0.00039	0.00048	0.00032	0.00515	   Digraph	224	180	     fbell	
100	0.00430	0.00336	0.00368	0.03727	   Digraph	224	180	      dijk	
100	0.21896	0.00389	0.21162	0.22872	   Digraph	225	180	      bell	
100	0.00032	0.00002	0.00030	0.00040	   Digraph	225	180	     fbell	
100	0.00395	0.00067	0.00358	0.00843	   Digraph	225	180	      dijk	
100	0.19995	0.00337	0.19532	0.21345	   Digraph	226	180	      bell	
100	0.00033	0.00002	0.00030	0.00040	   Digraph	226	180	     fbell	
100	0.00397	0.00050	0.00369	0.00857	   Digraph	226	180	      dijk	
100	0.20150	0.00339	0.19638	0.21504	   Digraph	227	180	      bell	
100	0.00033	0.00003	0.00030	0.00049	   Digraph	227	180	     fbell	
100	0.00394	0.00051	0.00369	0.00872	   Digraph	227	180	      dijk	
100	0.20372	0.00453	0.19330	0.22468	   Digraph	228	180	      bell	
100	0.00033	0.00002	0.00030	0.00048	   Digraph	228	180	     fbell	
100	0.00406	0.00066	0.00379	0.00852	   Digraph	228	180	      dijk	
100	0.20178	0.00359	0.19681	0.21582	   Digraph	229	180	      bell	
100	0.00033	0.00002	0.00030	0.00047	   Digraph	229	180	     fbell	
100	0.00398	0.00068	0.00369	0.00859	   Digraph	229	180	      dijk	
100	0.20449	0.00359	0.19535	0.21914	   Digraph	230	180	      bell	
100	0.00039	0.00045	0.00031	0.00489	   Digraph	230	180	     fbell	
100	0.00406	0.00054	0.00382	0.00906	   Digraph	230	180	      dijk	
100	0.20551	0.00350	0.20062	0.21875	   Digraph	231	180	      bell	
100	0.00035	0.00002	0.00032	0.00043	   Digraph	231	180	     fbell	
100	0.00414	0.00068	0.00387	0.00876	   Digraph	231	180	      dijk	
100	0.20811	0.00427	0.19957	0.22770	   Digraph	232	180	      bell	
100	0.00035	0.00003	0.00031	0.00049	   Digraph	232	180	     fbell	
100	0.00417	0.00069	0.00389	0.00897	   Digraph	232	180	      dijk	
100	0.20950	0.00367	0.20389	0.22681	   Digraph	233	180	      bell	
100	0.00039	0.00048	0.00031	0.00516	   Digraph	233	180	     fbell	
100	0.00403	0.00057	0.00376	0.00936	   Digraph	233	180	      dijk	
100	0.21157	0.00406	0.20173	0.22939	   Digraph	234	180	      bell	
100	0.00035	0.00002	0.00032	0.00042	   Digraph	234	180	     fbell	
100	0.00416	0.00048	0.00394	0.00853	   Digraph	234	180	      dijk	
100	0.21114	0.00334	0.20606	0.22417	   Digraph	235	180	      bell	
100	0.00034	0.00002	0.00031	0.00048	   Digraph	235	180	     fbell	
100	0.00407	0.00050	0.00385	0.00875	   Digraph	235	180	      dijk	
100	0.24124	0.00488	0.23479	0.26510	   Digraph	236	180	      bell	
100	0.00039	0.00045	0.00031	0.00491	   Digraph	236	180	     fbell	
100	0.00410	0.00055	0.00377	0.00923	   Digraph	236	180	      dijk	
100	0.21404	0.00360	0.20849	0.23542	   Digraph	237	180	      bell	
100	0.00035	0.00002	0.00032	0.00046	   Digraph	237	180	     fbell	
100	0.00440	0.00071	0.00393	0.00907	   Digraph	237	180	      dijk	
100	0.21494	0.00343	0.20932	0.23221	   Digraph	238	180	      bell	
100	0.00039	0.00048	0.00031	0.00516	   Digraph	238	180	     fbell	
100	0.00415	0.00061	0.00386	0.00986	   Digraph	238	180	      dijk	
100	0.21804	0.00371	0.21143	0.23804	   Digraph	239	180	      bell	
100	0.00040	0.00047	0.00032	0.00510	   Digraph	239	180	     fbell	
100	0.00416	0.00058	0.00393	0.00960	   Digraph	239	180	      dijk	
100	0.21786	0.00419	0.21150	0.23659	   Digraph	240	180	      bell	
100	0.00044	0.00002	0.00041	0.00051	   Digraph	240	180	     fbell	
100	0.00450	0.00070	0.00421	0.00932	   Digraph	240	180	      dijk	
100	0.22142	0.00393	0.21549	0.23827	   Digraph	241	180	      bell	
100	0.00035	0.00002	0.00032	0.00042	   Digraph	241	180	     fbell	
100	0.00419	0.00071	0.00392	0.00903	   Digraph	241	180	      dijk	
100	0.22234	0.00293	0.21606	0.23269	   Digraph	242	180	      bell	
100	0.00035	0.00002	0.00032	0.00048	   Digraph	242	180	     fbell	
100	0.00425	0.00071	0.00397	0.00910	   Digraph	242	180	      dijk	
100	0.22590	0.00392	0.21802	0.23897	   Digraph	243	180	      bell	
100	0.00042	0.00013	0.00034	0.00106	   Digraph	243	180	     fbell	
100	0.00441	0.00086	0.00395	0.01036	   Digraph	243	180	      dijk	
100	0.22364	0.00504	0.21640	0.24209	   Digraph	244	180	      bell	
100	0.00035	0.00002	0.00032	0.00044	   Digraph	244	180	     fbell	
100	0.00434	0.00067	0.00405	0.00884	   Digraph	244	180	      dijk	
100	0.22585	0.00327	0.21971	0.24549	   Digraph	245	180	      bell	
100	0.00041	0.00002	0.00038	0.00049	   Digraph	245	180	     fbell	
100	0.00452	0.00072	0.00424	0.00954	   Digraph	245	180	      dijk	
100	0.22633	0.00268	0.22039	0.23875	   Digraph	246	180	      bell	
100	0.00035	0.00002	0.00032	0.00043	   Digraph	246	180	     fbell	
100	0.00439	0.00071	0.00409	0.00919	   Digraph	246	180	      dijk	
100	0.22936	0.00280	0.22288	0.24158	   Digraph	247	180	      bell	
100	0.00036	0.00003	0.00033	0.00050	   Digraph	247	180	     fbell	
100	0.00442	0.00071	0.00417	0.00930	   Digraph	247	180	      dijk	
100	0.22938	0.00337	0.22342	0.24706	   Digraph	248	180	      bell	
100	0.00036	0.00003	0.00033	0.00052	   Digraph	248	180	     fbell	
100	0.00431	0.00059	0.00406	0.00982	   Digraph	248	180	      dijk	
100	0.26486	0.00513	0.25771	0.28534	   Digraph	249	180	      bell	
100	0.00036	0.00002	0.00033	0.00045	   Digraph	249	180	     fbell	
100	0.00431	0.00054	0.00398	0.00917	   Digraph	249	180	      dijk	
100	0.23065	0.00277	0.22855	0.24265	   Digraph	250	180	      bell	
100	0.00036	0.00002	0.00033	0.00045	   Digraph	250	180	     fbell	
100	0.00445	0.00068	0.00414	0.00902	   Digraph	250	180	      dijk	
100	0.23236	0.00230	0.22825	0.24343	   Digraph	251	180	      bell	
100	0.00042	0.00002	0.00038	0.00049	   Digraph	251	180	     fbell	
100	0.00458	0.00068	0.00428	0.00924	   Digraph	251	180	      dijk	
100	0.23591	0.00422	0.23197	0.24994	   Digraph	252	180	      bell	
100	0.00041	0.00002	0.00038	0.00047	   Digraph	252	180	     fbell	
100	0.00475	0.00076	0.00441	0.00952	   Digraph	252	180	      dijk	
100	0.23660	0.00374	0.23201	0.25361	   Digraph	253	180	      bell	
100	0.00041	0.00045	0.00034	0.00486	   Digraph	253	180	     fbell	
100	0.00449	0.00056	0.00423	0.00963	   Digraph	253	180	      dijk	
100	0.23844	0.00282	0.23533	0.25577	   Digraph	254	180	      bell	
100	0.00045	0.00049	0.00037	0.00535	   Digraph	254	180	     fbell	
100	0.00465	0.00059	0.00440	0.01023	   Digraph	254	180	      dijk	
100	0.23942	0.00270	0.23674	0.25190	   Digraph	255	180	      bell	
100	0.00046	0.00047	0.00038	0.00514	   Digraph	255	180	     fbell	
100	0.00463	0.00058	0.00439	0.01008	   Digraph	255	180	      dijk	
100	0.24043	0.00325	0.23671	0.25600	   Digraph	256	180	      bell	
100	0.00044	0.00004	0.00040	0.00075	   Digraph	256	180	     fbell	
100	0.00491	0.00071	0.00460	0.00974	   Digraph	256	180	      dijk	
100	0.24122	0.00431	0.23690	0.25842	   Digraph	257	180	      bell	
100	0.00042	0.00046	0.00034	0.00502	   Digraph	257	180	     fbell	
100	0.00456	0.00057	0.00431	0.00982	   Digraph	257	180	      dijk	
100	0.24567	0.00433	0.23947	0.26724	   Digraph	258	180	      bell	
100	0.00042	0.00046	0.00034	0.00499	   Digraph	258	180	     fbell	
100	0.00449	0.00054	0.00427	0.00948	   Digraph	258	180	      dijk	
100	0.24467	0.00367	0.24116	0.26821	   Digraph	259	180	      bell	
100	0.00037	0.00002	0.00034	0.00044	   Digraph	259	180	     fbell	
100	0.00460	0.00051	0.00426	0.00916	   Digraph	259	180	      dijk	
100	0.24606	0.00329	0.24260	0.25861	   Digraph	260	180	      bell	
100	0.00038	0.00002	0.00035	0.00044	   Digraph	260	180	     fbell	
100	0.00461	0.00067	0.00431	0.00910	   Digraph	260	180	      dijk	
100	0.24830	0.00378	0.23970	0.26538	   Digraph	261	180	      bell	
100	0.00043	0.00047	0.00034	0.00509	   Digraph	261	180	     fbell	
100	0.00464	0.00058	0.00434	0.01008	   Digraph	261	180	      dijk	
100	0.29488	0.00498	0.28593	0.30649	   Digraph	262	180	      bell	
100	0.00038	0.00002	0.00035	0.00045	   Digraph	262	180	     fbell	
100	0.00468	0.00069	0.00428	0.00920	   Digraph	262	180	      dijk	
100	0.29208	0.00372	0.28502	0.30908	   Digraph	263	180	      bell	
100	0.00042	0.00046	0.00035	0.00495	   Digraph	263	180	     fbell	
100	0.00459	0.00052	0.00423	0.00945	   Digraph	263	180	      dijk	
100	0.25163	0.00354	0.24509	0.26903	   Digraph	264	180	      bell	
100	0.00043	0.00048	0.00035	0.00515	   Digraph	264	180	     fbell	
100	0.00473	0.00059	0.00448	0.01029	   Digraph	264	180	      dijk	
100	0.25380	0.00341	0.24930	0.26397	   Digraph	265	180	      bell	
