AVG	STDV	MIN	MAX	GRAPH	V	E	DT
0.00137	0.00004	0.00133	0.00148	   Digraph	050	150	       vec	
0.00195	0.00005	0.00186	0.00217	   Digraph	050	151	      fibo	
0.00207	0.00003	0.00200	0.00214	   Digraph	050	151	       bin	
0.00138	0.00004	0.00133	0.00145	   Digraph	050	151	       vec	
0.00194	0.00022	0.00183	0.00402	   Digraph	050	152	      fibo	
0.00199	0.00003	0.00193	0.00209	   Digraph	050	152	       bin	
0.00137	0.00004	0.00133	0.00143	   Digraph	050	152	       vec	
0.00187	0.00021	0.00177	0.00392	   Digraph	050	153	      fibo	
0.00207	0.00021	0.00197	0.00417	   Digraph	050	153	       bin	
0.00138	0.00004	0.00133	0.00144	   Digraph	050	153	       vec	
0.00193	0.00006	0.00181	0.00213	   Digraph	050	154	      fibo	
0.00204	0.00002	0.00197	0.00210	   Digraph	050	154	       bin	
0.00137	0.00004	0.00133	0.00145	   Digraph	050	154	       vec	
0.00196	0.00021	0.00184	0.00400	   Digraph	050	155	      fibo	
0.00211	0.00002	0.00205	0.00214	   Digraph	050	155	       bin	
0.00138	0.00004	0.00134	0.00144	   Digraph	050	155	       vec	
0.00184	0.00006	0.00174	0.00203	   Digraph	050	156	      fibo	
0.00196	0.00021	0.00186	0.00407	   Digraph	050	156	       bin	
0.00136	0.00003	0.00131	0.00142	   Digraph	050	156	       vec	
0.00193	0.00006	0.00183	0.00210	   Digraph	050	157	      fibo	
0.00205	0.00002	0.00201	0.00220	   Digraph	050	157	       bin	
0.00137	0.00004	0.00133	0.00145	   Digraph	050	157	       vec	
0.00194	0.00024	0.00183	0.00426	   Digraph	050	158	      fibo	
0.00205	0.00002	0.00199	0.00208	   Digraph	050	158	       bin	
0.00138	0.00004	0.00133	0.00145	   Digraph	050	158	       vec	
0.00203	0.00007	0.00192	0.00234	   Digraph	050	159	      fibo	
0.00217	0.00021	0.00208	0.00425	   Digraph	050	159	       bin	
0.00140	0.00004	0.00136	0.00147	   Digraph	050	159	       vec	
0.00195	0.00005	0.00186	0.00211	   Digraph	050	160	      fibo	
0.00202	0.00002	0.00195	0.00206	   Digraph	050	160	       bin	
0.00138	0.00004	0.00134	0.00146	   Digraph	050	160	       vec	
0.00198	0.00031	0.00185	0.00502	   Digraph	050	161	      fibo	
0.00211	0.00002	0.00204	0.00215	   Digraph	050	161	       bin	
0.00139	0.00004	0.00135	0.00147	   Digraph	050	161	       vec	
0.00191	0.00006	0.00182	0.00225	   Digraph	050	162	      fibo	
0.00211	0.00022	0.00201	0.00425	   Digraph	050	162	       bin	
0.00139	0.00004	0.00135	0.00147	   Digraph	050	162	       vec	
0.00192	0.00005	0.00184	0.00210	   Digraph	050	163	      fibo	
0.00203	0.00003	0.00196	0.00213	   Digraph	050	163	       bin	
0.00141	0.00004	0.00136	0.00148	   Digraph	050	163	       vec	
0.00193	0.00022	0.00182	0.00407	   Digraph	050	164	      fibo	
0.00202	0.00003	0.00195	0.00213	   Digraph	050	164	       bin	
0.00138	0.00004	0.00133	0.00146	   Digraph	050	164	       vec	
0.00128	0.00006	0.00116	0.00146	   Digraph	050	165	      fibo	
0.00098	0.00020	0.00090	0.00298	   Digraph	050	165	       bin	
0.00122	0.00003	0.00115	0.00128	   Digraph	050	165	       vec	
0.00192	0.00007	0.00181	0.00211	   Digraph	050	166	      fibo	
0.00204	0.00002	0.00197	0.00209	   Digraph	050	166	       bin	
0.00140	0.00003	0.00135	0.00150	   Digraph	050	166	       vec	
0.00191	0.00005	0.00182	0.00219	   Digraph	050	167	      fibo	
0.00211	0.00003	0.00204	0.00216	   Digraph	050	167	       bin	
0.00140	0.00004	0.00136	0.00147	   Digraph	050	167	       vec	
0.00197	0.00005	0.00187	0.00210	   Digraph	050	168	      fibo	
0.00211	0.00003	0.00203	0.00215	   Digraph	050	168	       bin	
0.00140	0.00004	0.00135	0.00149	   Digraph	050	168	       vec	
0.00191	0.00006	0.00182	0.00216	   Digraph	050	169	      fibo	
0.00201	0.00003	0.00194	0.00208	   Digraph	050	169	       bin	
0.00138	0.00003	0.00133	0.00145	   Digraph	050	169	       vec	
0.00194	0.00006	0.00184	0.00221	   Digraph	050	170	      fibo	
0.00201	0.00003	0.00194	0.00205	   Digraph	050	170	       bin	
0.00140	0.00004	0.00135	0.00147	   Digraph	050	170	       vec	
0.00196	0.00006	0.00186	0.00216	   Digraph	050	171	      fibo	
0.00212	0.00020	0.00202	0.00404	   Digraph	050	171	       bin	
0.00141	0.00004	0.00136	0.00148	   Digraph	050	171	       vec	
0.00203	0.00006	0.00192	0.00223	   Digraph	050	172	      fibo	
0.00211	0.00003	0.00204	0.00216	   Digraph	050	172	       bin	
0.00142	0.00004	0.00137	0.00150	   Digraph	050	172	       vec	
0.00198	0.00006	0.00187	0.00232	   Digraph	050	173	      fibo	
0.00211	0.00003	0.00202	0.00214	   Digraph	050	173	       bin	
0.00140	0.00004	0.00135	0.00150	   Digraph	050	173	       vec	
0.00194	0.00007	0.00182	0.00215	   Digraph	050	174	      fibo	
0.00210	0.00021	0.00198	0.00418	   Digraph	050	174	       bin	
0.00141	0.00006	0.00135	0.00174	   Digraph	050	174	       vec	
0.00199	0.00006	0.00188	0.00221	   Digraph	050	175	      fibo	
0.00212	0.00004	0.00204	0.00221	   Digraph	050	175	       bin	
0.00142	0.00004	0.00137	0.00149	   Digraph	050	175	       vec	
0.00205	0.00009	0.00192	0.00244	   Digraph	050	176	      fibo	
0.00215	0.00003	0.00206	0.00223	   Digraph	050	176	       bin	
0.00142	0.00004	0.00138	0.00150	   Digraph	050	176	       vec	
0.00204	0.00007	0.00193	0.00225	   Digraph	050	177	      fibo	
0.00215	0.00020	0.00208	0.00416	   Digraph	050	177	       bin	
0.00142	0.00004	0.00137	0.00153	   Digraph	050	177	       vec	
0.00190	0.00007	0.00180	0.00236	   Digraph	050	178	      fibo	
0.00210	0.00003	0.00203	0.00215	   Digraph	050	178	       bin	
0.00141	0.00004	0.00137	0.00149	   Digraph	050	178	       vec	
0.00191	0.00006	0.00181	0.00213	   Digraph	050	179	      fibo	
0.00208	0.00004	0.00200	0.00218	   Digraph	050	179	       bin	
0.00142	0.00004	0.00136	0.00161	   Digraph	050	179	       vec	
0.00202	0.00008	0.00191	0.00241	   Digraph	050	180	      fibo	
0.00210	0.00021	0.00201	0.00418	   Digraph	050	180	       bin	
0.00142	0.00004	0.00137	0.00152	   Digraph	050	180	       vec	
0.00198	0.00018	0.00185	0.00368	   Digraph	050	181	      fibo	
0.00215	0.00002	0.00206	0.00221	   Digraph	050	181	       bin	
0.00143	0.00010	0.00137	0.00232	   Digraph	050	181	       vec	
0.00200	0.00006	0.00190	0.00215	   Digraph	050	182	      fibo	
0.00216	0.00003	0.00209	0.00228	   Digraph	050	182	       bin	
0.00142	0.00007	0.00138	0.00198	   Digraph	050	182	       vec	
0.00202	0.00011	0.00188	0.00272	   Digraph	050	183	      fibo	
0.00217	0.00003	0.00210	0.00224	   Digraph	050	183	       bin	
0.00143	0.00004	0.00138	0.00151	   Digraph	050	183	       vec	
0.00198	0.00005	0.00188	0.00215	   Digraph	050	184	      fibo	
0.00206	0.00004	0.00198	0.00224	   Digraph	050	184	       bin	
0.00143	0.00009	0.00137	0.00192	   Digraph	050	184	       vec	
0.00203	0.00011	0.00189	0.00262	   Digraph	050	185	      fibo	
0.00214	0.00003	0.00206	0.00230	   Digraph	050	185	       bin	
0.00141	0.00004	0.00137	0.00164	   Digraph	050	185	       vec	
0.00193	0.00005	0.00184	0.00206	   Digraph	050	186	      fibo	
0.00215	0.00020	0.00206	0.00417	   Digraph	050	186	       bin	
0.00142	0.00006	0.00137	0.00174	   Digraph	050	186	       vec	
0.00200	0.00007	0.00189	0.00249	   Digraph	050	187	      fibo	
0.00213	0.00006	0.00207	0.00251	   Digraph	050	187	       bin	
0.00142	0.00003	0.00137	0.00149	   Digraph	050	187	       vec	
0.00197	0.00006	0.00186	0.00230	   Digraph	050	188	      fibo	
0.00209	0.00004	0.00202	0.00232	   Digraph	050	188	       bin	
0.00141	0.00005	0.00137	0.00175	   Digraph	050	188	       vec	
0.00200	0.00009	0.00187	0.00241	   Digraph	050	189	      fibo	
0.00217	0.00022	0.00205	0.00417	   Digraph	050	189	       bin	
0.00143	0.00008	0.00137	0.00185	   Digraph	050	189	       vec	
0.00206	0.00008	0.00194	0.00241	   Digraph	050	190	      fibo	
0.00217	0.00005	0.00209	0.00252	   Digraph	050	190	       bin	
0.00142	0.00003	0.00137	0.00148	   Digraph	050	190	       vec	
0.00203	0.00006	0.00192	0.00218	   Digraph	050	191	      fibo	
0.00221	0.00002	0.00215	0.00227	   Digraph	050	191	       bin	
0.00144	0.00005	0.00139	0.00168	   Digraph	050	191	       vec	
0.00202	0.00008	0.00192	0.00260	   Digraph	050	192	      fibo	
0.00212	0.00003	0.00205	0.00216	   Digraph	050	192	       bin	
0.00188	0.00468	0.00137	0.04840	   Digraph	050	192	       vec	
0.00192	0.00004	0.00189	0.00211	   Digraph	050	193	      fibo	
0.00209	0.00003	0.00207	0.00228	   Digraph	050	193	       bin	
0.00141	0.00002	0.00139	0.00155	   Digraph	050	193	       vec	
0.00193	0.00023	0.00188	0.00421	   Digraph	050	194	      fibo	
0.00212	0.00002	0.00205	0.00215	   Digraph	050	194	       bin	
0.00143	0.00005	0.00138	0.00154	   Digraph	050	194	       vec	
0.00197	0.00006	0.00188	0.00227	   Digraph	050	195	      fibo	
0.00228	0.00032	0.00216	0.00453	   Digraph	050	195	       bin	
0.00145	0.00004	0.00141	0.00160	   Digraph	050	195	       vec	
0.00205	0.00010	0.00192	0.00270	   Digraph	050	196	      fibo	
0.00213	0.00002	0.00206	0.00216	   Digraph	050	196	       bin	
0.00143	0.00005	0.00138	0.00166	   Digraph	050	196	       vec	
0.00207	0.00039	0.00193	0.00585	   Digraph	050	197	      fibo	
0.00221	0.00004	0.00214	0.00248	   Digraph	050	197	       bin	
0.00142	0.00004	0.00138	0.00149	   Digraph	050	197	       vec	
0.00209	0.00029	0.00195	0.00423	   Digraph	050	198	      fibo	
0.00220	0.00002	0.00215	0.00222	   Digraph	050	198	       bin	
0.00144	0.00004	0.00139	0.00161	   Digraph	050	198	       vec	
0.00198	0.00006	0.00188	0.00222	   Digraph	050	199	      fibo	
0.00219	0.00021	0.00212	0.00431	   Digraph	050	199	       bin	
0.00143	0.00004	0.00139	0.00149	   Digraph	050	199	       vec	
0.00200	0.00007	0.00189	0.00221	   Digraph	050	200	      fibo	
0.00218	0.00003	0.00209	0.00225	   Digraph	050	200	       bin	
0.00143	0.00003	0.00139	0.00151	   Digraph	050	200	       vec	
0.00204	0.00030	0.00190	0.00496	   Digraph	050	201	      fibo	
0.00214	0.00002	0.00206	0.00218	   Digraph	050	201	       bin	
0.00143	0.00004	0.00139	0.00150	   Digraph	050	201	       vec	
0.00202	0.00007	0.00191	0.00236	   Digraph	050	202	      fibo	
0.00209	0.00003	0.00202	0.00213	   Digraph	050	202	       bin	
0.00142	0.00004	0.00138	0.00149	   Digraph	050	202	       vec	
0.00196	0.00007	0.00185	0.00229	   Digraph	050	203	      fibo	
0.00222	0.00021	0.00213	0.00432	   Digraph	050	203	       bin	
0.00144	0.00003	0.00139	0.00150	   Digraph	050	203	       vec	
0.00196	0.00006	0.00186	0.00224	   Digraph	050	204	      fibo	
0.00219	0.00002	0.00212	0.00223	   Digraph	050	204	       bin	
0.00144	0.00003	0.00140	0.00150	   Digraph	050	204	       vec	
0.00205	0.00022	0.00191	0.00418	   Digraph	050	205	      fibo	
0.00219	0.00002	0.00212	0.00222	   Digraph	050	205	       bin	
0.00146	0.00004	0.00141	0.00151	   Digraph	050	205	       vec	
0.00203	0.00006	0.00193	0.00221	   Digraph	050	206	      fibo	
0.00218	0.00002	0.00211	0.00223	   Digraph	050	206	       bin	
0.00146	0.00003	0.00141	0.00152	   Digraph	050	206	       vec	
0.00200	0.00006	0.00189	0.00220	   Digraph	050	207	      fibo	
0.00225	0.00002	0.00221	0.00230	   Digraph	050	207	       bin	
0.00146	0.00020	0.00140	0.00347	   Digraph	050	207	       vec	
0.00195	0.00007	0.00184	0.00225	   Digraph	050	208	      fibo	
0.00228	0.00013	0.00218	0.00298	   Digraph	050	208	       bin	
0.00146	0.00008	0.00140	0.00196	   Digraph	050	208	       vec	
0.00217	0.00023	0.00201	0.00423	   Digraph	050	209	      fibo	
0.00218	0.00003	0.00210	0.00229	   Digraph	050	209	       bin	
0.00144	0.00004	0.00140	0.00151	   Digraph	050	209	       vec	
0.00198	0.00010	0.00187	0.00253	   Digraph	050	210	      fibo	
0.00215	0.00021	0.00205	0.00421	   Digraph	050	210	       bin	
0.00145	0.00008	0.00139	0.00187	   Digraph	050	210	       vec	
0.00208	0.00011	0.00196	0.00282	   Digraph	050	211	      fibo	
0.00230	0.00010	0.00218	0.00272	   Digraph	050	211	       bin	
0.00149	0.00021	0.00143	0.00353	   Digraph	050	211	       vec	
0.00203	0.00006	0.00194	0.00225	   Digraph	050	212	      fibo	
0.00219	0.00008	0.00208	0.00258	   Digraph	050	212	       bin	
0.00145	0.00004	0.00140	0.00163	   Digraph	050	212	       vec	
0.00210	0.00023	0.00196	0.00426	   Digraph	050	213	      fibo	
0.00220	0.00003	0.00214	0.00247	   Digraph	050	213	       bin	
0.00145	0.00004	0.00140	0.00152	   Digraph	050	213	       vec	
0.00209	0.00010	0.00196	0.00267	   Digraph	050	214	      fibo	
0.00221	0.00021	0.00210	0.00425	   Digraph	050	214	       bin	
0.00145	0.00004	0.00141	0.00151	   Digraph	050	214	       vec	
0.00207	0.00007	0.00195	0.00230	   Digraph	050	215	      fibo	
0.00225	0.00002	0.00219	0.00233	   Digraph	050	215	       bin	
0.00148	0.00021	0.00142	0.00358	   Digraph	050	215	       vec	
0.00204	0.00007	0.00194	0.00237	   Digraph	050	216	      fibo	
0.00224	0.00002	0.00219	0.00228	   Digraph	050	216	       bin	
0.00146	0.00003	0.00142	0.00151	   Digraph	050	216	       vec	
0.00215	0.00023	0.00203	0.00434	   Digraph	050	217	      fibo	
0.00220	0.00002	0.00212	0.00228	   Digraph	050	217	       bin	
0.00145	0.00004	0.00141	0.00153	   Digraph	050	217	       vec	
0.00195	0.00006	0.00186	0.00222	   Digraph	050	218	      fibo	
0.00220	0.00021	0.00210	0.00424	   Digraph	050	218	       bin	
0.00145	0.00004	0.00140	0.00166	   Digraph	050	218	       vec	
0.00209	0.00007	0.00198	0.00224	   Digraph	050	219	      fibo	
0.00225	0.00002	0.00219	0.00235	   Digraph	050	219	       bin	
0.00146	0.00004	0.00141	0.00153	   Digraph	050	219	       vec	
0.00208	0.00006	0.00197	0.00229	   Digraph	050	220	      fibo	
0.00224	0.00002	0.00216	0.00229	   Digraph	050	220	       bin	
0.00145	0.00004	0.00141	0.00152	   Digraph	050	220	       vec	
0.00207	0.00023	0.00194	0.00428	   Digraph	050	221	      fibo	
0.00221	0.00003	0.00215	0.00225	   Digraph	050	221	       bin	
0.00147	0.00004	0.00142	0.00153	   Digraph	050	221	       vec	
0.00212	0.00007	0.00202	0.00237	   Digraph	050	222	      fibo	
0.00237	0.00021	0.00229	0.00441	   Digraph	050	222	       bin	
0.00149	0.00004	0.00145	0.00155	   Digraph	050	222	       vec	
0.00205	0.00007	0.00194	0.00226	   Digraph	050	223	      fibo	
0.00222	0.00002	0.00215	0.00228	   Digraph	050	223	       bin	
0.00146	0.00003	0.00142	0.00153	   Digraph	050	223	       vec	
0.00205	0.00007	0.00194	0.00227	   Digraph	050	224	      fibo	
0.00222	0.00002	0.00214	0.00227	   Digraph	050	224	       bin	
0.00147	0.00004	0.00143	0.00153	   Digraph	050	224	       vec	
0.00210	0.00022	0.00197	0.00416	   Digraph	050	225	      fibo	
0.00227	0.00003	0.00220	0.00242	   Digraph	050	225	       bin	
0.00147	0.00004	0.00143	0.00153	   Digraph	050	225	       vec	
0.00211	0.00007	0.00200	0.00230	   Digraph	050	226	      fibo	
0.00225	0.00020	0.00217	0.00427	   Digraph	050	226	       bin	
0.00148	0.00004	0.00143	0.00153	   Digraph	050	226	       vec	
0.00206	0.00007	0.00195	0.00237	   Digraph	050	227	      fibo	
0.00225	0.00002	0.00221	0.00230	   Digraph	050	227	       bin	
0.00151	0.00021	0.00144	0.00355	   Digraph	050	227	       vec	
0.00214	0.00007	0.00202	0.00229	   Digraph	050	228	      fibo	
0.00234	0.00002	0.00227	0.00238	   Digraph	050	228	       bin	
0.00151	0.00003	0.00146	0.00157	   Digraph	050	228	       vec	
0.00216	0.00023	0.00201	0.00433	   Digraph	050	229	      fibo	
0.00232	0.00003	0.00224	0.00236	   Digraph	050	229	       bin	
0.00149	0.00003	0.00145	0.00155	   Digraph	050	229	       vec	
0.00211	0.00007	0.00200	0.00228	   Digraph	050	230	      fibo	
0.00228	0.00002	0.00222	0.00233	   Digraph	050	230	       bin	
0.00148	0.00003	0.00144	0.00154	   Digraph	050	230	       vec	
0.00201	0.00008	0.00190	0.00231	   Digraph	050	231	      fibo	
0.00223	0.00002	0.00217	0.00227	   Digraph	050	231	       bin	
0.00147	0.00004	0.00143	0.00154	   Digraph	050	231	       vec	
0.00203	0.00008	0.00191	0.00239	   Digraph	050	232	      fibo	
0.00225	0.00002	0.00218	0.00229	   Digraph	050	232	       bin	
0.00148	0.00003	0.00143	0.00154	   Digraph	050	232	       vec	
0.00212	0.00021	0.00198	0.00412	   Digraph	050	233	      fibo	
0.00232	0.00002	0.00225	0.00239	   Digraph	050	233	       bin	
0.00150	0.00004	0.00146	0.00157	   Digraph	050	233	       vec	
0.00210	0.00007	0.00199	0.00227	   Digraph	050	234	      fibo	
0.00245	0.00051	0.00228	0.00580	   Digraph	050	234	       bin	
0.00156	0.00030	0.00145	0.00414	   Digraph	050	234	       vec	
0.00207	0.00011	0.00195	0.00269	   Digraph	050	235	      fibo	
0.00221	0.00004	0.00213	0.00245	   Digraph	050	235	       bin	
0.00148	0.00004	0.00143	0.00155	   Digraph	050	235	       vec	
0.00203	0.00010	0.00191	0.00252	   Digraph	050	236	      fibo	
0.00224	0.00004	0.00217	0.00248	   Digraph	050	236	       bin	
0.00147	0.00003	0.00143	0.00154	   Digraph	050	236	       vec	
0.00209	0.00022	0.00196	0.00421	   Digraph	050	237	      fibo	
0.00229	0.00002	0.00223	0.00233	   Digraph	050	237	       bin	
0.00150	0.00005	0.00145	0.00178	   Digraph	050	237	       vec	
0.00261	0.00431	0.00208	0.04553	   Digraph	050	238	      fibo	
0.00228	0.00003	0.00226	0.00246	   Digraph	050	238	       bin	
0.00148	0.00002	0.00145	0.00162	   Digraph	050	238	       vec	
0.00202	0.00004	0.00200	0.00219	   Digraph	050	239	      fibo	
0.00224	0.00022	0.00217	0.00438	   Digraph	050	239	       bin	
0.00150	0.00006	0.00145	0.00180	   Digraph	050	239	       vec	
0.00209	0.00009	0.00196	0.00247	   Digraph	050	240	      fibo	
0.00226	0.00020	0.00215	0.00421	   Digraph	050	240	       bin	
0.00151	0.00020	0.00144	0.00347	   Digraph	050	240	       vec	
0.00210	0.00006	0.00200	0.00230	   Digraph	050	241	      fibo	
0.00233	0.00004	0.00226	0.00262	   Digraph	050	241	       bin	
0.00150	0.00005	0.00145	0.00174	   Digraph	050	241	       vec	
0.00210	0.00007	0.00199	0.00234	   Digraph	050	242	      fibo	
0.00222	0.00002	0.00215	0.00225	   Digraph	050	242	       bin	
0.00149	0.00004	0.00145	0.00155	   Digraph	050	242	       vec	
0.00213	0.00023	0.00201	0.00420	   Digraph	050	243	      fibo	
0.00221	0.00002	0.00214	0.00225	   Digraph	050	243	       bin	
0.00147	0.00004	0.00143	0.00160	   Digraph	050	243	       vec	
0.00209	0.00025	0.00194	0.00436	   Digraph	050	244	      fibo	
0.00223	0.00004	0.00215	0.00247	   Digraph	050	244	       bin	
0.00148	0.00004	0.00144	0.00162	   Digraph	050	244	       vec	
0.00202	0.00010	0.00190	0.00264	   Digraph	050	245	      fibo	
0.00249	0.00095	0.00220	0.00863	   Digraph	050	245	       bin	
0.00149	0.00011	0.00143	0.00239	   Digraph	050	245	       vec	
0.00211	0.00008	0.00200	0.00237	   Digraph	050	246	      fibo	
0.00229	0.00005	0.00221	0.00260	   Digraph	050	246	       bin	
0.00151	0.00021	0.00145	0.00358	   Digraph	050	246	       vec	
0.00207	0.00008	0.00197	0.00244	   Digraph	050	247	      fibo	
0.00231	0.00004	0.00223	0.00254	   Digraph	050	247	       bin	
0.00150	0.00004	0.00145	0.00169	   Digraph	050	247	       vec	
0.00221	0.00041	0.00206	0.00618	   Digraph	050	248	      fibo	
0.00226	0.00002	0.00220	0.00232	   Digraph	050	248	       bin	
0.00151	0.00006	0.00145	0.00183	   Digraph	050	248	       vec	
0.00212	0.00022	0.00200	0.00414	   Digraph	050	249	      fibo	
0.00229	0.00005	0.00221	0.00257	   Digraph	050	249	       bin	
0.00150	0.00006	0.00145	0.00187	   Digraph	050	249	       vec	
0.00214	0.00009	0.00203	0.00254	   Digraph	050	250	      fibo	
0.00237	0.00020	0.00227	0.00431	   Digraph	050	250	       bin	
0.00150	0.00006	0.00145	0.00187	   Digraph	050	250	       vec	
0.00220	0.00011	0.00208	0.00296	   Digraph	050	251	      fibo	
0.00239	0.00022	0.00228	0.00445	   Digraph	050	251	       bin	
0.00152	0.00007	0.00147	0.00190	   Digraph	050	251	       vec	
0.00206	0.00009	0.00196	0.00248	   Digraph	050	252	      fibo	
0.00231	0.00002	0.00224	0.00237	   Digraph	050	252	       bin	
0.00152	0.00021	0.00145	0.00360	   Digraph	050	252	       vec	
0.00209	0.00008	0.00200	0.00241	   Digraph	050	253	      fibo	
0.00221	0.00002	0.00215	0.00226	   Digraph	050	253	       bin	
0.00148	0.00004	0.00143	0.00155	   Digraph	050	253	       vec	
0.00208	0.00023	0.00193	0.00407	   Digraph	050	254	      fibo	
0.00231	0.00006	0.00221	0.00268	   Digraph	050	254	       bin	
0.00149	0.00004	0.00145	0.00165	   Digraph	050	254	       vec	
0.00226	0.00023	0.00212	0.00419	   Digraph	050	255	      fibo	
0.00234	0.00005	0.00226	0.00267	   Digraph	050	255	       bin	
0.00151	0.00006	0.00145	0.00190	   Digraph	050	255	       vec	
0.00206	0.00008	0.00196	0.00250	   Digraph	050	256	      fibo	
0.00235	0.00020	0.00227	0.00433	   Digraph	050	256	       bin	
0.00151	0.00004	0.00146	0.00159	   Digraph	050	256	       vec	
0.00213	0.00007	0.00204	0.00239	   Digraph	050	257	      fibo	
0.00240	0.00021	0.00229	0.00448	   Digraph	050	257	       bin	
0.00153	0.00006	0.00147	0.00196	   Digraph	050	257	       vec	
0.00214	0.00011	0.00202	0.00266	   Digraph	050	258	      fibo	
0.00232	0.00002	0.00225	0.00235	   Digraph	050	258	       bin	
0.00153	0.00022	0.00146	0.00364	   Digraph	050	258	       vec	
0.00214	0.00007	0.00203	0.00239	   Digraph	050	259	      fibo	
0.00229	0.00002	0.00222	0.00236	   Digraph	050	259	       bin	
0.00151	0.00004	0.00147	0.00159	   Digraph	050	259	       vec	
0.00216	0.00027	0.00203	0.00472	   Digraph	050	260	      fibo	
0.00233	0.00002	0.00226	0.00238	   Digraph	050	260	       bin	
0.00152	0.00004	0.00147	0.00158	   Digraph	050	260	       vec	
0.00220	0.00023	0.00206	0.00421	   Digraph	050	261	      fibo	
0.00228	0.00002	0.00221	0.00233	   Digraph	050	261	       bin	
0.00152	0.00004	0.00147	0.00160	   Digraph	050	261	       vec	
0.00211	0.00008	0.00201	0.00253	   Digraph	050	262	      fibo	
0.00229	0.00020	0.00220	0.00427	   Digraph	050	262	       bin	
0.00150	0.00004	0.00145	0.00158	   Digraph	050	262	       vec	
0.00221	0.00008	0.00209	0.00255	   Digraph	050	263	      fibo	
0.00246	0.00023	0.00237	0.00473	   Digraph	050	263	       bin	
0.00156	0.00005	0.00150	0.00190	   Digraph	050	263	       vec	
0.00211	0.00008	0.00201	0.00240	   Digraph	050	264	      fibo	
0.00235	0.00002	0.00228	0.00241	   Digraph	050	264	       bin	
0.00153	0.00022	0.00147	0.00369	   Digraph	050	264	       vec	
0.00217	0.00007	0.00207	0.00241	   Digraph	050	265	      fibo	
0.00235	0.00003	0.00228	0.00239	   Digraph	050	265	       bin	
0.00153	0.00003	0.00148	0.00159	   Digraph	050	265	       vec	
0.00213	0.00023	0.00203	0.00425	   Digraph	050	266	      fibo	
0.00225	0.00002	0.00217	0.00231	   Digraph	050	266	       bin	
0.00150	0.00004	0.00146	0.00158	   Digraph	050	266	       vec	
0.00224	0.00028	0.00211	0.00442	   Digraph	050	267	      fibo	
0.00236	0.00002	0.00227	0.00240	   Digraph	050	267	       bin	
0.00154	0.00005	0.00149	0.00164	   Digraph	050	267	       vec	
0.00210	0.00024	0.00197	0.00443	   Digraph	050	268	      fibo	
0.00225	0.00003	0.00217	0.00229	   Digraph	050	268	       bin	
0.00150	0.00004	0.00145	0.00163	   Digraph	050	268	       vec	
0.00215	0.00021	0.00202	0.00417	   Digraph	050	269	      fibo	
0.00241	0.00004	0.00230	0.00245	   Digraph	050	269	       bin	
0.00154	0.00004	0.00149	0.00166	   Digraph	050	269	       vec	
0.00234	0.00035	0.00212	0.00444	   Digraph	050	270	      fibo	
0.00245	0.00003	0.00238	0.00251	   Digraph	050	270	       bin	
0.00157	0.00012	0.00149	0.00220	   Digraph	050	270	       vec	
0.00212	0.00012	0.00201	0.00276	   Digraph	050	271	      fibo	
0.00235	0.00022	0.00224	0.00440	   Digraph	050	271	       bin	
0.00153	0.00005	0.00148	0.00163	   Digraph	050	271	       vec	
0.00217	0.00007	0.00207	0.00263	   Digraph	050	272	      fibo	
0.00243	0.00020	0.00233	0.00441	   Digraph	050	272	       bin	
0.00158	0.00010	0.00151	0.00207	   Digraph	050	272	       vec	
0.00218	0.00010	0.00207	0.00255	   Digraph	050	273	      fibo	
0.00235	0.00021	0.00226	0.00436	   Digraph	050	273	       bin	
0.00153	0.00006	0.00146	0.00165	   Digraph	050	273	       vec	
0.00221	0.00007	0.00213	0.00254	   Digraph	050	274	      fibo	
0.00244	0.00022	0.00233	0.00456	   Digraph	050	274	       bin	
0.00155	0.00006	0.00149	0.00189	   Digraph	050	274	       vec	
0.00206	0.00006	0.00199	0.00236	   Digraph	050	275	      fibo	
0.00238	0.00022	0.00228	0.00450	   Digraph	050	275	       bin	
0.00152	0.00005	0.00147	0.00163	   Digraph	050	275	       vec	
0.00220	0.00007	0.00211	0.00273	   Digraph	050	276	      fibo	
0.00242	0.00021	0.00233	0.00452	   Digraph	050	276	       bin	
0.00154	0.00006	0.00147	0.00164	   Digraph	050	276	       vec	
0.00212	0.00006	0.00205	0.00246	   Digraph	050	277	      fibo	
0.00245	0.00022	0.00237	0.00459	   Digraph	050	277	       bin	
0.00155	0.00005	0.00148	0.00165	   Digraph	050	277	       vec	
0.00217	0.00011	0.00206	0.00302	   Digraph	050	278	      fibo	
0.00241	0.00002	0.00234	0.00247	   Digraph	050	278	       bin	
0.00155	0.00005	0.00150	0.00174	   Digraph	050	278	       vec	
0.00208	0.00005	0.00200	0.00236	   Digraph	050	279	      fibo	
0.00229	0.00002	0.00222	0.00244	   Digraph	050	279	       bin	
0.00156	0.00022	0.00148	0.00365	   Digraph	050	279	       vec	
0.00220	0.00006	0.00211	0.00247	   Digraph	050	280	      fibo	
0.00242	0.00003	0.00234	0.00248	   Digraph	050	280	       bin	
0.00159	0.00022	0.00151	0.00372	   Digraph	050	280	       vec	
0.00217	0.00006	0.00209	0.00242	   Digraph	050	281	      fibo	
0.00244	0.00003	0.00235	0.00251	   Digraph	050	281	       bin	
0.00159	0.00022	0.00151	0.00374	   Digraph	050	281	       vec	
0.00221	0.00007	0.00214	0.00259	   Digraph	050	282	      fibo	
