AVG	STDV	MIN	MAX	GRAPH	V	E	DT
0.00770	0.00030	0.00751	0.00978	   Digraph	150	180	       vec	
0.00373	0.00051	0.00344	0.00590	   Digraph	151	180	      fibo	
0.00255	0.00035	0.00235	0.00461	   Digraph	151	180	       bin	
0.00769	0.00030	0.00750	0.00968	   Digraph	151	180	       vec	
0.00365	0.00062	0.00341	0.00939	   Digraph	152	180	      fibo	
0.00250	0.00030	0.00235	0.00461	   Digraph	152	180	       bin	
0.00775	0.00013	0.00757	0.00828	   Digraph	152	180	       vec	
0.00364	0.00031	0.00347	0.00573	   Digraph	153	180	      fibo	
0.00254	0.00024	0.00237	0.00460	   Digraph	153	180	       bin	
0.00785	0.00023	0.00765	0.00983	   Digraph	153	180	       vec	
0.00381	0.00141	0.00346	0.01740	   Digraph	154	180	      fibo	
0.00253	0.00023	0.00234	0.00457	   Digraph	154	180	       bin	
0.00793	0.00027	0.00772	0.01043	   Digraph	154	180	       vec	
0.00380	0.00186	0.00345	0.02212	   Digraph	155	180	      fibo	
0.00259	0.00031	0.00241	0.00475	   Digraph	155	180	       bin	
0.00804	0.00023	0.00786	0.01020	   Digraph	155	180	       vec	
0.00436	0.00026	0.00416	0.00654	   Digraph	156	180	      fibo	
0.00383	0.00024	0.00369	0.00615	   Digraph	156	180	       bin	
0.00847	0.00023	0.00830	0.01060	   Digraph	156	180	       vec	
0.00435	0.00207	0.00388	0.02470	   Digraph	157	180	      fibo	
0.00347	0.00024	0.00336	0.00577	   Digraph	157	180	       bin	
0.00849	0.00022	0.00832	0.01055	   Digraph	157	180	       vec	
0.00378	0.00034	0.00352	0.00589	   Digraph	158	180	      fibo	
0.00266	0.00198	0.00237	0.02223	   Digraph	158	180	       bin	
0.00827	0.00008	0.00811	0.00846	   Digraph	158	180	       vec	
0.00394	0.00033	0.00362	0.00599	   Digraph	159	180	      fibo	
0.00260	0.00023	0.00245	0.00472	   Digraph	159	180	       bin	
0.00841	0.00021	0.00821	0.01041	   Digraph	159	180	       vec	
0.00400	0.00190	0.00364	0.02253	   Digraph	160	180	      fibo	
0.00259	0.00023	0.00244	0.00480	   Digraph	160	180	       bin	
0.00850	0.00022	0.00832	0.01057	   Digraph	160	180	       vec	
0.00405	0.00193	0.00367	0.02301	   Digraph	161	180	      fibo	
0.00262	0.00033	0.00244	0.00489	   Digraph	161	180	       bin	
0.00858	0.00006	0.00842	0.00875	   Digraph	161	180	       vec	
0.00412	0.00190	0.00372	0.02290	   Digraph	162	180	      fibo	
0.00260	0.00025	0.00247	0.00494	   Digraph	162	180	       bin	
0.00872	0.00023	0.00852	0.01085	   Digraph	162	180	       vec	
0.00460	0.00197	0.00414	0.02386	   Digraph	163	180	      fibo	
0.00361	0.00024	0.00348	0.00589	   Digraph	163	180	       bin	
0.00910	0.00022	0.00891	0.01111	   Digraph	163	180	       vec	
0.00411	0.00204	0.00364	0.02409	   Digraph	164	180	      fibo	
0.00259	0.00026	0.00249	0.00509	   Digraph	164	180	       bin	
0.00889	0.00023	0.00871	0.01107	   Digraph	164	180	       vec	
0.00395	0.00034	0.00369	0.00617	   Digraph	165	180	      fibo	
0.00270	0.00030	0.00252	0.00477	   Digraph	165	180	       bin	
0.00902	0.00022	0.00882	0.01109	   Digraph	165	180	       vec	
0.00403	0.00146	0.00366	0.01825	   Digraph	166	180	      fibo	
0.00271	0.00025	0.00251	0.00489	   Digraph	166	180	       bin	
0.00909	0.00022	0.00888	0.01118	   Digraph	166	180	       vec	
0.00527	0.00035	0.00493	0.00737	   Digraph	167	180	      fibo	
0.00455	0.00031	0.00436	0.00673	   Digraph	167	180	       bin	
0.00970	0.00009	0.00952	0.01007	   Digraph	167	180	       vec	
0.00409	0.00154	0.00371	0.01879	   Digraph	168	180	      fibo	
0.00273	0.00021	0.00258	0.00475	   Digraph	168	180	       bin	
0.00932	0.00021	0.00913	0.01131	   Digraph	168	180	       vec	
0.00430	0.00155	0.00394	0.01930	   Digraph	169	180	      fibo	
0.00299	0.00023	0.00284	0.00518	   Digraph	169	180	       bin	
0.00949	0.00022	0.00926	0.01159	   Digraph	169	180	       vec	
0.00500	0.00147	0.00462	0.01918	   Digraph	170	180	      fibo	
0.00416	0.00022	0.00400	0.00633	   Digraph	170	180	       bin	
0.00989	0.00021	0.00972	0.01184	   Digraph	170	180	       vec	
0.00407	0.00033	0.00380	0.00637	   Digraph	171	180	      fibo	
0.00277	0.00022	0.00262	0.00488	   Digraph	171	180	       bin	
0.00968	0.00023	0.00947	0.01171	   Digraph	171	180	       vec	
0.00416	0.00038	0.00382	0.00643	   Digraph	172	180	      fibo	
0.00282	0.00023	0.00262	0.00488	   Digraph	172	180	       bin	
0.00974	0.00024	0.00949	0.01178	   Digraph	172	180	       vec	
0.00413	0.00130	0.00379	0.01673	   Digraph	173	180	      fibo	
0.00278	0.00023	0.00262	0.00501	   Digraph	173	180	       bin	
0.00983	0.00023	0.00961	0.01200	   Digraph	173	180	       vec	
0.00419	0.00139	0.00384	0.01770	   Digraph	174	180	      fibo	
0.00283	0.00022	0.00267	0.00499	   Digraph	174	180	       bin	
0.00997	0.00023	0.00977	0.01208	   Digraph	174	180	       vec	
0.00423	0.00134	0.00389	0.01733	   Digraph	175	180	      fibo	
0.00284	0.00030	0.00265	0.00494	   Digraph	175	180	       bin	
0.01008	0.00025	0.00982	0.01242	   Digraph	175	180	       vec	
0.00442	0.00033	0.00414	0.00652	   Digraph	176	180	      fibo	
0.00321	0.00032	0.00302	0.00545	   Digraph	176	180	       bin	
0.01032	0.00023	0.01006	0.01245	   Digraph	176	180	       vec	
0.00426	0.00144	0.00390	0.01835	   Digraph	177	180	      fibo	
0.00294	0.00033	0.00271	0.00512	   Digraph	177	180	       bin	
0.01027	0.00023	0.01005	0.01245	   Digraph	177	180	       vec	
0.00437	0.00162	0.00400	0.02006	   Digraph	178	180	      fibo	
0.00289	0.00022	0.00274	0.00500	   Digraph	178	180	       bin	
0.01040	0.00023	0.01020	0.01255	   Digraph	178	180	       vec	
0.00511	0.00031	0.00490	0.00722	   Digraph	179	180	      fibo	
0.00446	0.00031	0.00427	0.00666	   Digraph	179	180	       bin	
0.01092	0.00023	0.01071	0.01305	   Digraph	179	180	       vec	
0.00433	0.00038	0.00400	0.00664	   Digraph	180	180	      fibo	
0.00296	0.00032	0.00273	0.00505	   Digraph	180	180	       bin	
0.01062	0.00024	0.01037	0.01287	   Digraph	180	180	       vec	
0.00434	0.00139	0.00399	0.01785	   Digraph	181	180	      fibo	
0.00291	0.00021	0.00277	0.00498	   Digraph	181	180	       bin	
0.01074	0.00021	0.01050	0.01271	   Digraph	181	180	       vec	
0.00430	0.00033	0.00408	0.00651	   Digraph	182	180	      fibo	
0.00307	0.00031	0.00290	0.00528	   Digraph	182	180	       bin	
0.01105	0.00222	0.01063	0.03313	   Digraph	182	180	       vec	
0.00432	0.00033	0.00408	0.00653	   Digraph	183	180	      fibo	
0.00295	0.00031	0.00278	0.00515	   Digraph	183	180	       bin	
0.01104	0.00221	0.01067	0.03303	   Digraph	183	180	       vec	
0.00438	0.00031	0.00411	0.00643	   Digraph	184	180	      fibo	
0.00302	0.00032	0.00283	0.00521	   Digraph	184	180	       bin	
0.01108	0.00024	0.01084	0.01327	   Digraph	184	180	       vec	
0.00444	0.00199	0.00406	0.02405	   Digraph	185	180	      fibo	
0.00306	0.00021	0.00291	0.00503	   Digraph	185	180	       bin	
0.01122	0.00021	0.01099	0.01315	   Digraph	185	180	       vec	
0.00453	0.00136	0.00416	0.01758	   Digraph	186	180	      fibo	
0.00300	0.00024	0.00285	0.00528	   Digraph	186	180	       bin	
0.01127	0.00021	0.01110	0.01325	   Digraph	186	180	       vec	
0.00458	0.00126	0.00423	0.01684	   Digraph	187	180	      fibo	
0.00316	0.00031	0.00299	0.00530	   Digraph	187	180	       bin	
0.01119	0.00024	0.01099	0.01343	   Digraph	187	180	       vec	
0.00439	0.00036	0.00417	0.00703	   Digraph	188	180	      fibo	
0.00303	0.00031	0.00282	0.00522	   Digraph	188	180	       bin	
0.01124	0.00022	0.01105	0.01330	   Digraph	188	180	       vec	
0.00447	0.00035	0.00420	0.00683	   Digraph	189	180	      fibo	
0.00323	0.00212	0.00289	0.02402	   Digraph	189	180	       bin	
0.01137	0.00025	0.01121	0.01371	   Digraph	189	180	       vec	
0.00450	0.00037	0.00421	0.00686	   Digraph	190	180	      fibo	
0.00312	0.00034	0.00286	0.00536	   Digraph	190	180	       bin	
0.01146	0.00026	0.01126	0.01386	   Digraph	190	180	       vec	
0.00456	0.00052	0.00425	0.00840	   Digraph	191	180	      fibo	
0.00328	0.00232	0.00285	0.02630	   Digraph	191	180	       bin	
0.01143	0.00024	0.01131	0.01367	   Digraph	191	180	       vec	
0.00462	0.00046	0.00429	0.00737	   Digraph	192	180	      fibo	
0.00320	0.00032	0.00301	0.00555	   Digraph	192	180	       bin	
0.01175	0.00024	0.01150	0.01396	   Digraph	192	180	       vec	
0.00478	0.00211	0.00434	0.02528	   Digraph	193	180	      fibo	
0.00322	0.00023	0.00305	0.00537	   Digraph	193	180	       bin	
0.01188	0.00022	0.01165	0.01393	   Digraph	193	180	       vec	
0.00462	0.00039	0.00427	0.00704	   Digraph	194	180	      fibo	
0.00312	0.00031	0.00289	0.00534	   Digraph	194	180	       bin	
0.01193	0.00023	0.01175	0.01408	   Digraph	194	180	       vec	
0.00513	0.00051	0.00471	0.00858	   Digraph	195	180	      fibo	
0.00365	0.00022	0.00348	0.00572	   Digraph	195	180	       bin	
0.01221	0.00023	0.01200	0.01438	   Digraph	195	180	       vec	
0.00472	0.00117	0.00432	0.01602	   Digraph	196	180	      fibo	
0.00318	0.00031	0.00297	0.00530	   Digraph	196	180	       bin	
0.01214	0.00023	0.01193	0.01426	   Digraph	196	180	       vec	
0.00490	0.00036	0.00462	0.00743	   Digraph	197	180	      fibo	
0.00365	0.00031	0.00344	0.00583	   Digraph	197	180	       bin	
0.01249	0.00023	0.01223	0.01455	   Digraph	197	180	       vec	
0.00479	0.00156	0.00441	0.01995	   Digraph	198	180	      fibo	
0.00316	0.00021	0.00300	0.00519	   Digraph	198	180	       bin	
0.01242	0.00023	0.01223	0.01454	   Digraph	198	180	       vec	
0.00469	0.00033	0.00441	0.00683	   Digraph	199	180	      fibo	
0.00318	0.00022	0.00299	0.00529	   Digraph	199	180	       bin	
0.01255	0.00023	0.01229	0.01465	   Digraph	199	180	       vec	
0.00479	0.00036	0.00446	0.00713	   Digraph	200	180	      fibo	
0.00353	0.00214	0.00317	0.02457	   Digraph	200	180	       bin	
0.01267	0.00023	0.01245	0.01485	   Digraph	200	180	       vec	
0.00478	0.00035	0.00448	0.00690	   Digraph	201	180	      fibo	
0.00323	0.00032	0.00303	0.00544	   Digraph	201	180	       bin	
0.01287	0.00228	0.01250	0.03559	   Digraph	201	180	       vec	
0.00478	0.00032	0.00450	0.00685	   Digraph	202	180	      fibo	
0.00323	0.00030	0.00306	0.00537	   Digraph	202	180	       bin	
0.01294	0.00023	0.01271	0.01499	   Digraph	202	180	       vec	
0.00488	0.00037	0.00454	0.00701	   Digraph	203	180	      fibo	
0.00349	0.00031	0.00331	0.00564	   Digraph	203	180	       bin	
0.01308	0.00023	0.01282	0.01517	   Digraph	203	180	       vec	
0.00477	0.00038	0.00448	0.00758	   Digraph	204	180	      fibo	
0.00329	0.00031	0.00309	0.00550	   Digraph	204	180	       bin	
0.01324	0.00028	0.01301	0.01536	   Digraph	204	180	       vec	
0.00487	0.00039	0.00452	0.00748	   Digraph	205	180	      fibo	
0.00328	0.00030	0.00309	0.00539	   Digraph	205	180	       bin	
0.01326	0.00023	0.01301	0.01528	   Digraph	205	180	       vec	
0.00481	0.00037	0.00453	0.00730	   Digraph	206	180	      fibo	
0.00337	0.00210	0.00304	0.02415	   Digraph	206	180	       bin	
0.01337	0.00023	0.01316	0.01555	   Digraph	206	180	       vec	
0.00482	0.00032	0.00454	0.00691	   Digraph	207	180	      fibo	
0.00336	0.00023	0.00321	0.00561	   Digraph	207	180	       bin	
0.01357	0.00024	0.01331	0.01555	   Digraph	207	180	       vec	
0.00495	0.00044	0.00462	0.00772	   Digraph	208	180	      fibo	
0.00330	0.00023	0.00312	0.00549	   Digraph	208	180	       bin	
0.01366	0.00023	0.01339	0.01568	   Digraph	208	180	       vec	
0.00510	0.00201	0.00462	0.02475	   Digraph	209	180	      fibo	
0.00326	0.00025	0.00312	0.00552	   Digraph	209	180	       bin	
0.01376	0.00023	0.01350	0.01584	   Digraph	209	180	       vec	
0.00493	0.00040	0.00463	0.00708	   Digraph	210	180	      fibo	
0.00338	0.00023	0.00319	0.00558	   Digraph	210	180	       bin	
0.01395	0.00021	0.01372	0.01583	   Digraph	210	180	       vec	
0.00522	0.00044	0.00489	0.00758	   Digraph	211	180	      fibo	
0.00393	0.00024	0.00367	0.00591	   Digraph	211	180	       bin	
0.01412	0.00024	0.01389	0.01627	   Digraph	211	180	       vec	
0.00500	0.00042	0.00468	0.00742	   Digraph	212	180	      fibo	
0.00336	0.00025	0.00316	0.00573	   Digraph	212	180	       bin	
0.01417	0.00024	0.01393	0.01639	   Digraph	212	180	       vec	
0.00517	0.00044	0.00479	0.00745	   Digraph	213	180	      fibo	
0.00346	0.00025	0.00320	0.00561	   Digraph	213	180	       bin	
0.01431	0.00023	0.01402	0.01632	   Digraph	213	180	       vec	
0.00518	0.00042	0.00485	0.00727	   Digraph	214	180	      fibo	
0.00353	0.00023	0.00335	0.00578	   Digraph	214	180	       bin	
0.01448	0.00024	0.01427	0.01671	   Digraph	214	180	       vec	
0.00512	0.00043	0.00479	0.00732	   Digraph	215	180	      fibo	
0.00341	0.00022	0.00323	0.00554	   Digraph	215	180	       bin	
0.01457	0.00022	0.01435	0.01657	   Digraph	215	180	       vec	
0.00516	0.00042	0.00481	0.00757	   Digraph	216	180	      fibo	
0.00343	0.00025	0.00322	0.00582	   Digraph	216	180	       bin	
0.01475	0.00033	0.01448	0.01700	   Digraph	216	180	       vec	
0.00525	0.00110	0.00487	0.01554	   Digraph	217	180	      fibo	
0.00350	0.00023	0.00331	0.00565	   Digraph	217	180	       bin	
0.01484	0.00021	0.01458	0.01675	   Digraph	217	180	       vec	
0.00526	0.00203	0.00478	0.02509	   Digraph	218	180	      fibo	
0.00343	0.00033	0.00321	0.00574	   Digraph	218	180	       bin	
0.01494	0.00024	0.01472	0.01713	   Digraph	218	180	       vec	
0.00524	0.00044	0.00484	0.00756	   Digraph	219	180	      fibo	
0.00361	0.00212	0.00323	0.02449	   Digraph	219	180	       bin	
0.01499	0.00024	0.01474	0.01708	   Digraph	219	180	       vec	
0.00520	0.00040	0.00489	0.00732	   Digraph	220	180	      fibo	
0.00355	0.00025	0.00328	0.00573	   Digraph	220	180	       bin	
0.01520	0.00034	0.01488	0.01742	   Digraph	220	180	       vec	
0.00530	0.00201	0.00484	0.02492	   Digraph	221	180	      fibo	
0.00362	0.00035	0.00339	0.00593	   Digraph	221	180	       bin	
0.01540	0.00023	0.01517	0.01745	   Digraph	221	180	       vec	
0.00526	0.00044	0.00490	0.00781	   Digraph	222	180	      fibo	
0.00355	0.00032	0.00331	0.00574	   Digraph	222	180	       bin	
0.01549	0.00022	0.01524	0.01743	   Digraph	222	180	       vec	
0.00539	0.00199	0.00492	0.02478	   Digraph	223	180	      fibo	
0.00351	0.00033	0.00328	0.00583	   Digraph	223	180	       bin	
0.01561	0.00023	0.01538	0.01765	   Digraph	223	180	       vec	
0.00541	0.00043	0.00509	0.00800	   Digraph	224	180	      fibo	
0.00373	0.00035	0.00346	0.00604	   Digraph	224	180	       bin	
0.01579	0.00025	0.01557	0.01792	   Digraph	224	180	       vec	
0.00550	0.00202	0.00503	0.02515	   Digraph	225	180	      fibo	
0.00369	0.00033	0.00344	0.00600	   Digraph	225	180	       bin	
0.01592	0.00023	0.01570	0.01801	   Digraph	225	180	       vec	
0.00534	0.00043	0.00502	0.00790	   Digraph	226	180	      fibo	
0.00364	0.00032	0.00342	0.00601	   Digraph	226	180	       bin	
0.01608	0.00025	0.01577	0.01837	   Digraph	226	180	       vec	
0.00531	0.00047	0.00498	0.00847	   Digraph	227	180	      fibo	
0.00361	0.00032	0.00340	0.00590	   Digraph	227	180	       bin	
0.01621	0.00023	0.01598	0.01829	   Digraph	227	180	       vec	
0.00555	0.00046	0.00522	0.00868	   Digraph	228	180	      fibo	
0.00399	0.00032	0.00372	0.00616	   Digraph	228	180	       bin	
0.01646	0.00024	0.01620	0.01863	   Digraph	228	180	       vec	
0.00550	0.00041	0.00517	0.00772	   Digraph	229	180	      fibo	
0.00372	0.00031	0.00349	0.00587	   Digraph	229	180	       bin	
0.01654	0.00024	0.01622	0.01863	   Digraph	229	180	       vec	
0.00536	0.00042	0.00504	0.00771	   Digraph	230	180	      fibo	
0.00366	0.00032	0.00349	0.00588	   Digraph	230	180	       bin	
0.01664	0.00026	0.01639	0.01903	   Digraph	230	180	       vec	
0.00541	0.00049	0.00508	0.00874	   Digraph	231	180	      fibo	
0.00369	0.00034	0.00344	0.00610	   Digraph	231	180	       bin	
0.01674	0.00024	0.01645	0.01883	   Digraph	231	180	       vec	
0.00557	0.00205	0.00511	0.02545	   Digraph	232	180	      fibo	
0.00372	0.00023	0.00351	0.00592	   Digraph	232	180	       bin	
0.01688	0.00031	0.01658	0.01905	   Digraph	232	180	       vec	
0.00545	0.00044	0.00511	0.00784	   Digraph	233	180	      fibo	
0.00382	0.00201	0.00347	0.02367	   Digraph	233	180	       bin	
0.01698	0.00024	0.01673	0.01923	   Digraph	233	180	       vec	
0.00550	0.00042	0.00517	0.00799	   Digraph	234	180	      fibo	
0.00376	0.00032	0.00357	0.00594	   Digraph	234	180	       bin	
0.01718	0.00024	0.01695	0.01937	   Digraph	234	180	       vec	
0.00571	0.00193	0.00528	0.02450	   Digraph	235	180	      fibo	
0.00400	0.00031	0.00381	0.00618	   Digraph	235	180	       bin	
0.01739	0.00023	0.01719	0.01946	   Digraph	235	180	       vec	
0.00573	0.00208	0.00520	0.02600	   Digraph	236	180	      fibo	
0.00364	0.00035	0.00345	0.00602	   Digraph	236	180	       bin	
0.01739	0.00023	0.01715	0.01937	   Digraph	236	180	       vec	
0.00556	0.00044	0.00522	0.00832	   Digraph	237	180	      fibo	
0.00384	0.00218	0.00344	0.02526	   Digraph	237	180	       bin	
0.01748	0.00028	0.01724	0.02004	   Digraph	237	180	       vec	
0.00562	0.00046	0.00531	0.00851	   Digraph	238	180	      fibo	
0.00377	0.00030	0.00354	0.00589	   Digraph	238	180	       bin	
0.01771	0.00024	0.01740	0.01980	   Digraph	238	180	       vec	
0.00576	0.00182	0.00534	0.02348	   Digraph	239	180	      fibo	
0.00384	0.00032	0.00360	0.00609	   Digraph	239	180	       bin	
0.01788	0.00028	0.01763	0.02008	   Digraph	239	180	       vec	
0.00564	0.00043	0.00531	0.00792	   Digraph	240	180	      fibo	
0.00384	0.00034	0.00361	0.00619	   Digraph	240	180	       bin	
0.01802	0.00025	0.01771	0.02008	   Digraph	240	180	       vec	
0.00557	0.00044	0.00525	0.00828	   Digraph	241	180	      fibo	
0.00395	0.00222	0.00351	0.02592	   Digraph	241	180	       bin	
0.01798	0.00028	0.01772	0.02036	   Digraph	241	180	       vec	
0.00580	0.00041	0.00544	0.00791	   Digraph	242	180	      fibo	
0.00394	0.00031	0.00373	0.00602	   Digraph	242	180	       bin	
0.01828	0.00022	0.01805	0.02024	   Digraph	242	180	       vec	
0.00570	0.00041	0.00538	0.00812	   Digraph	243	180	      fibo	
0.00384	0.00033	0.00360	0.00611	   Digraph	243	180	       bin	
0.01843	0.00024	0.01811	0.02048	   Digraph	243	180	       vec	
0.00573	0.00041	0.00540	0.00806	   Digraph	244	180	      fibo	
0.00385	0.00032	0.00361	0.00607	   Digraph	244	180	       bin	
0.01859	0.00028	0.01820	0.02077	   Digraph	244	180	       vec	
0.00583	0.00047	0.00542	0.00838	   Digraph	245	180	      fibo	
0.00395	0.00037	0.00362	0.00646	   Digraph	245	180	       bin	
0.01870	0.00027	0.01841	0.02106	   Digraph	245	180	       vec	
0.00579	0.00042	0.00547	0.00824	   Digraph	246	180	      fibo	
0.00395	0.00200	0.00358	0.02365	   Digraph	246	180	       bin	
0.01886	0.00024	0.01852	0.02087	   Digraph	246	180	       vec	
0.00575	0.00039	0.00542	0.00786	   Digraph	247	180	      fibo	
0.00390	0.00032	0.00366	0.00606	   Digraph	247	180	       bin	
0.01909	0.00034	0.01875	0.02126	   Digraph	247	180	       vec	
0.00588	0.00156	0.00538	0.02067	   Digraph	248	180	      fibo	
0.00392	0.00031	0.00367	0.00609	   Digraph	248	180	       bin	
0.01921	0.00025	0.01891	0.02139	   Digraph	248	180	       vec	
0.00582	0.00043	0.00549	0.00832	   Digraph	249	180	      fibo	
0.00395	0.00032	0.00370	0.00617	   Digraph	249	180	       bin	
0.01942	0.00032	0.01907	0.02160	   Digraph	249	180	       vec	
0.00597	0.00178	0.00555	0.02319	   Digraph	250	180	      fibo	
0.00404	0.00031	0.00384	0.00623	   Digraph	250	180	       bin	
0.01958	0.00033	0.01924	0.02184	   Digraph	250	180	       vec	
0.00591	0.00044	0.00561	0.00879	   Digraph	251	180	      fibo	
0.00401	0.00031	0.00379	0.00611	   Digraph	251	180	       bin	
0.01971	0.00033	0.01940	0.02202	   Digraph	251	180	       vec	
0.00580	0.00041	0.00554	0.00897	   Digraph	252	180	      fibo	
0.00397	0.00026	0.00373	0.00610	   Digraph	252	180	       bin	
0.01980	0.00026	0.01952	0.02189	   Digraph	252	180	       vec	
0.00603	0.00234	0.00550	0.02888	   Digraph	253	180	      fibo	
0.00396	0.00026	0.00372	0.00636	   Digraph	253	180	       bin	
0.01982	0.00012	0.01957	0.02014	   Digraph	253	180	       vec	
0.00605	0.00331	0.00552	0.03885	   Digraph	254	180	      fibo	
0.00392	0.00026	0.00369	0.00632	   Digraph	254	180	       bin	
0.01997	0.00019	0.01970	0.02117	   Digraph	254	180	       vec	
0.00629	0.00326	0.00569	0.03849	   Digraph	255	180	      fibo	
0.00390	0.00027	0.00371	0.00616	   Digraph	255	180	       bin	
0.02014	0.00026	0.01989	0.02230	   Digraph	255	180	       vec	
0.00613	0.00038	0.00578	0.00859	   Digraph	256	180	      fibo	
0.00433	0.00317	0.00386	0.03564	   Digraph	256	180	       bin	
0.02036	0.00027	0.02008	0.02277	   Digraph	256	180	       vec	
0.00610	0.00039	0.00576	0.00852	   Digraph	257	180	      fibo	
0.00418	0.00299	0.00375	0.03377	   Digraph	257	180	       bin	
0.02046	0.00027	0.02016	0.02274	   Digraph	257	180	       vec	
0.00608	0.00035	0.00573	0.00817	   Digraph	258	180	      fibo	
0.00405	0.00033	0.00382	0.00649	   Digraph	258	180	       bin	
0.02069	0.00024	0.02043	0.02267	   Digraph	258	180	       vec	
0.00614	0.00047	0.00579	0.00931	   Digraph	259	180	      fibo	
0.00405	0.00024	0.00384	0.00628	   Digraph	259	180	       bin	
0.02090	0.00026	0.02060	0.02301	   Digraph	259	180	       vec	
0.00618	0.00208	0.00574	0.02644	   Digraph	260	180	      fibo	
0.00407	0.00031	0.00383	0.00620	   Digraph	260	180	       bin	
0.02101	0.00028	0.02071	0.02349	   Digraph	260	180	       vec	
0.00618	0.00046	0.00582	0.00923	   Digraph	261	180	      fibo	
0.00412	0.00032	0.00387	0.00632	   Digraph	261	180	       bin	
0.02129	0.00278	0.02081	0.04890	   Digraph	261	180	       vec	
0.00627	0.00045	0.00591	0.00854	   Digraph	262	180	      fibo	
0.00419	0.00031	0.00395	0.00632	   Digraph	262	180	       bin	
0.02152	0.00255	0.02099	0.04684	   Digraph	262	180	       vec	
0.00620	0.00040	0.00588	0.00855	   Digraph	263	180	      fibo	
0.00428	0.00033	0.00404	0.00658	   Digraph	263	180	       bin	
0.02162	0.00028	0.02126	0.02408	   Digraph	263	180	       vec	
0.00631	0.00041	0.00598	0.00862	   Digraph	264	180	      fibo	
0.00419	0.00035	0.00394	0.00668	   Digraph	264	180	       bin	
0.02177	0.00032	0.02149	0.02408	   Digraph	264	180	       vec	
0.00654	0.00216	0.00596	0.02669	   Digraph	265	180	      fibo	
0.00413	0.00037	0.00389	0.00658	   Digraph	265	180	       bin	
0.02185	0.00026	0.02153	0.02397	   Digraph	265	180	       vec	
0.00633	0.00100	0.00596	0.01277	   Digraph	266	180	      fibo	
0.00413	0.00027	0.00394	0.00675	   Digraph	266	180	       bin	
0.02188	0.00011	0.02171	0.02245	   Digraph	266	180	       vec	
0.00639	0.00035	0.00601	0.00874	   Digraph	267	180	      fibo	
0.00488	0.00745	0.00390	0.07894	   Digraph	267	180	       bin	
0.02186	0.00007	0.02172	0.02210	   Digraph	267	180	       vec	
0.00621	0.00026	0.00595	0.00822	   Digraph	268	180	      fibo	
0.00483	0.00611	0.00393	0.06537	   Digraph	268	180	       bin	
0.02206	0.00011	0.02190	0.02281	   Digraph	268	180	       vec	
0.00644	0.00058	0.00602	0.01035	   Digraph	269	180	      fibo	
0.00415	0.00012	0.00399	0.00492	   Digraph	269	180	       bin	
0.02242	0.00028	0.02217	0.02487	   Digraph	269	180	       vec	
0.00646	0.00032	0.00605	0.00897	   Digraph	270	180	      fibo	
0.00421	0.00027	0.00396	0.00657	   Digraph	270	180	       bin	
0.02264	0.00031	0.02232	0.02536	   Digraph	270	180	       vec	
0.00697	0.00107	0.00633	0.01351	   Digraph	271	180	      fibo	
0.00448	0.00026	0.00425	0.00700	   Digraph	271	180	       bin	
0.02277	0.00027	0.02256	0.02492	   Digraph	271	180	       vec	
0.00643	0.00042	0.00605	0.00883	   Digraph	272	180	      fibo	
0.00445	0.00371	0.00398	0.04127	   Digraph	272	180	       bin	
0.02294	0.00014	0.02266	0.02359	   Digraph	272	180	       vec	
0.00671	0.00037	0.00634	0.00903	   Digraph	273	180	      fibo	
0.00452	0.00023	0.00428	0.00671	   Digraph	273	180	       bin	
0.02327	0.00029	0.02295	0.02567	   Digraph	273	180	       vec	
0.00699	0.00230	0.00649	0.02949	   Digraph	274	180	      fibo	
0.00499	0.00026	0.00477	0.00741	   Digraph	274	180	       bin	
0.02354	0.00024	0.02327	0.02557	   Digraph	274	180	       vec	
0.00665	0.00265	0.00615	0.03272	   Digraph	275	180	      fibo	
0.00439	0.00027	0.00414	0.00660	   Digraph	275	180	       bin	
0.02350	0.00025	0.02322	0.02560	   Digraph	275	180	       vec	
0.00667	0.00263	0.00617	0.03259	   Digraph	276	180	      fibo	
0.00429	0.00024	0.00408	0.00655	   Digraph	276	180	       bin	
0.02363	0.00013	0.02337	0.02393	   Digraph	276	180	       vec	
0.00672	0.00258	0.00622	0.03191	   Digraph	277	180	      fibo	
0.00433	0.00034	0.00407	0.00667	   Digraph	277	180	       bin	
0.02381	0.00028	0.02351	0.02597	   Digraph	277	180	       vec	
0.00702	0.00231	0.00651	0.02943	   Digraph	278	180	      fibo	
0.00486	0.00033	0.00459	0.00701	   Digraph	278	180	       bin	
0.02414	0.00028	0.02383	0.02620	   Digraph	278	180	       vec	
0.00674	0.00123	0.00626	0.01304	   Digraph	279	180	      fibo	
0.00437	0.00027	0.00413	0.00689	   Digraph	279	180	       bin	
0.02398	0.00030	0.02369	0.02616	   Digraph	279	180	       vec	
0.00701	0.00401	0.00621	0.04664	   Digraph	280	180	      fibo	
0.00418	0.00027	0.00406	0.00669	   Digraph	280	180	       bin	
0.02424	0.00013	0.02392	0.02455	   Digraph	280	180	       vec	
0.00669	0.00040	0.00632	0.00893	   Digraph	281	180	      fibo	
0.00437	0.00027	0.00411	0.00689	   Digraph	281	180	       bin	
0.02451	0.00027	0.02415	0.02668	   Digraph	281	180	       vec	
0.00669	0.00041	0.00632	0.00975	   Digraph	282	180	      fibo	
